Ionization_Mode,DTXSID,CASRN,Preferred_Name,mean_RT,n_Repeated_Hits,DTXSID_Isomer,Observed_Isomer,Isomer_Number,Isomer_Order,Questionable_Hit,Corrected_HighConc,Corrected_MidConc,Corrected_LowConc,mean_High_Intensity,mean_Mid_Intensity,mean_Low_Intensity,std_High_Intensity,std_Mid_Intensity,std_Low_Intensity,RF_HighConc,RF_MedConc,RF_LowConc,RF_Average,SMILES,QSAR_READY_SMILES,Desalted SMILES,Desalted SMILES Mod,E QSPR,S QSPR,A QSPR,B QSPR,V,L QSPR,MW,Ncharges,C,Cl,N,O,S,F,P,H,Br,Si,I,RNH2,R2NH,R3N,ROPO3,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC,log_RF_Average
Esi+,DTXSID0047290,402910-27-4,UK-416244,4.74,1,0,0,,,0,0.49,0.122,0.024,26822688,8588377,1595434,,,,54740179.59,70396532.79,66476416.67,63871043.02,CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1C,CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1C,CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1C,CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1C,2.35,2.59,0.51,1.68,2.7314,12.575,344.3235,0,17,0,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,7.81
Esi+,DTXSID0047294,668981-02-0,CP-863187,5.68,1,0,0,,,0,0.49,0.122,0.024,34906076,11241762,1600085,,,,71236889.8,92145590.16,66670208.33,76684229.43,CC(C)C1=NN=C2C=CC(=CN12)C1=C(N=CO1)C1=CC(F)=CC=C1F,CC(C)C1=NN=C2C=CC(=CN12)C1=C(N=CO1)C1=CC(F)=CC=C1F,CC(C)C1=NN=C2C=CC(=CN12)C1=C(N=CO1)C1=CC(F)=CC=C1F,CC(C)C1=NN=C2C=CC(=CN12)C1=C(N=CO1)C1=CC(F)=CC=C1F,2.5,2.22,0,1.39,2.3167,11.922,326.2156064,0,18,0,4,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,4,7.88
Esi+,DTXSID0047325,NOCAS_47325,SB413217A,7.6,1,0,0,,,0,0.2205,0.0549,0.0108,21793510,6053189,1157576,,,,98836780.05,110258451.7,107182963,105426064.9,Cl.CC1=NC(=NO1)C1=CC2=C(CCN(CCC3CCC(CC3)NC(=O)\C=C\C3=CC=C(F)C=C3)CC2)C=C1,CC1=NC(=NO1)C1=CC=C2CCN(CCC3CCC(CC3)NC(=O)C=CC3=CC=C(F)C=C3)CCC2=C1,CC1=NC(=NO1)C1=CC2=C(CCN(CCC3CCC(CC3)NC(=O)\C=C\C3=CC=C(F)C=C3)CC2)C=C1,CC1=NC(=NO1)C1=CC2=C(CCN(CCC3CCC(CC3)NC(=O)\C=C\C3=CC=C(F)C=C3)CC2)C=C1,2.88,2.77,0.26,2.01,3.8969,18.282,467.3450032,0,30,0,4,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,3,8.02
Esi+,DTXSID0047327,313994-79-5,MK-578,8.1,1,0,0,,,0,0.441,0.1098,0.0216,18448822,6582935,1554833,,,,41834063.49,59953870.67,71983009.26,57923647.81,CCN1N=C(CC2=CC=CC=C2)C=C1C1CCN(C[C@H]2C[C@@H](C[C@@H]2C2=CC=CC(F)=C2)N(C)[C@H](C(C)C)C(O)=O)CC1,CCN1N=C(CC2=CC=CC=C2)C=C1C1CCN(CC2CC(CC2C2=CC=CC(F)=C2)N(C)C(C(C)C)C(O)=O)CC1,CCN1N=C(CC2=CC=CC=C2)C=C1C1CCN(C[C@H]2C[C@@H](C[C@@H]2C2=CC=CC(F)=C2)N(C)[C@H](C(C)C)C(O)=O)CC1,CCN1N=C(CC2=CC=CC=C2)C=C1C1CCN(C[C@H]2C[C@@H](C[C@@H]2C2=CC=CC(F)=C2)N(C)[C@H](C(C)C)C(O)=O)CC1,2.32,3.36,0.46,2.57,4.6444,20.162,531.4302632,0,35,0,4,2,0,1,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,3,7.76
Esi+,DTXSID0047375,862243-29-6,AVE9423,6.63,1,0,0,,,0,0.49,0.122,0.024,2929529,1758403,370541,,,,5978630.612,14413139.34,15439208.33,11943659.43,OC(=O)C1=CC=CC=C1N1C=C(C(O)=O)C(=O)C2=C1C=C(Cl)C(NC1=C(F)C=C(F)C=C1Cl)=C2,OC(=O)C1=CC=CC=C1N1C=C(C(O)=O)C(=O)C2=C1C=C(Cl)C(NC1=C(F)C=C(F)C=C1Cl)=C2,OC(=O)C1=CC=CC=C1N1C=C(C(O)=O)C(=O)C2=C1C=C(Cl)C(NC1=C(F)C=C(F)C=C1Cl)=C2,OC(=O)C1=CC=CC=C1N1C=C(C(O)=O)C(=O)C2=C1C=C(Cl)C(NC1=C(F)C=C(F)C=C1Cl)=C2,3.33,3.35,1.16,1.76,3.1292,16.232,493.1593064,0,23,2,2,5,0,2,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,4,4,7.08
Esi+,DTXSID0047377,NOCAS_47377,AVE6324,10.47,1,0,0,,,0,0.49,0.122,0.024,71260699,17658935,3684088,,,,145429998,144745368.9,153503666.7,147893011.2,Cl.CCOC(=O)O[C@H](C)OC(=O)C1=CC=C2N(CC3=NOC(=C3)C3=CC=C(Cl)S3)C(=CC2=C1)C(=O)NC1CCN(CC1)C(C)C,CCOC(=O)OC(C)OC(=O)c1ccc2n(Cc3cc(on3)-c3ccc(Cl)s3)c(cc2c1)C(=O)NC1CCN(CC1)C(C)C,CCOC(=O)O[C@H](C)OC(=O)C1=CC=C2N(CC3=NOC(=C3)C3=CC=C(Cl)S3)C(=CC2=C1)C(=O)NC1CCN(CC1)C(C)C,CCOC(=O)O[C@H](C)OC(=O)C1=CC=C2N(CC3=NOC(=C3)C3=CC=C(Cl)S3)C(=CC2=C1)C(=O)NC1CCN(CC1)C(C)C,3.46,3.94,0.26,3.15,4.5565,22.189,608.88024,0,31,1,4,7,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,5,4,8.17
Esi+,DTXSID0047379,NOCAS_47379,SSR126768,11.12,1,0,0,,,0,0.49,0.122,0.024,40439628,13047063,2470446,,,,82529853.06,106943139.3,102935250,97469414.14,Cl.CCN(CC1=CC=CN=C1)C(=O)C1=CC=CC(Cl)=C1[C@]1(C)C(=O)N(CC2=C(OC)C=C(OC)C=C2)C2=CC=C(Cl)C=C12,CCN(Cc1cccnc1)C(=O)c1cccc(Cl)c1C1(C)C(=O)N(Cc2ccc(OC)cc2OC)c2ccc(Cl)cc12,CCN(CC1=CC=CN=C1)C(=O)C1=CC=CC(Cl)=C1[C@]1(C)C(=O)N(CC2=C(OC)C=C(OC)C=C2)C2=CC=C(Cl)C=C12,CCN(CC1=CC=CN=C1)C(=O)C1=CC=CC(Cl)=C1[C@]1(C)C(=O)N(CC2=C(OC)C=C(OC)C=C2)C2=CC=C(Cl)C=C12,3.53,3.89,0,2.18,4.3923,21.772,573.2768,0,33,2,3,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,5,4,7.99
Esi+,DTXSID0047450,94-97-3,5-Chlorobenzotriazole,2.73,1,0,0,,,0,0.49,0.122,0.024,1149274,627981,124644,,,,2345457.143,5147385.246,5193500,4228780.796,ClC1=CC2=C(NN=N2)C=C1,ClC1=CC2=C(NN=N2)C=C1,ClC1=CC2=C(NN=N2)C=C1,ClC1=CC2=C(NN=N2)C=C1,1.36,1.56,0.68,0.42,0.9866,6.355,149.5373,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6.63
Esi+,DTXSID0047456,826-62-0,"2-Norbornene-5,6-dicarboxylic anhydride",8.29,1,0,0,,,0,0.49,0.122,0.024,230307,88726,,,,,470014.2857,727262.2951,,598638.2904,O=C1OC(=O)C2C3CC(C=C3)C12,O=C1OC(=O)C2C3CC(C=C3)C12,O=C1OC(=O)C2C3CC(C=C3)C12,O=C1OC(=O)C2C3CC(C=C3)C12,0.26,1.64,0,0.53,1.098,5.305,156.0945,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,5.78
Esi+,DTXSID0047589,27593-23-3,6-Pentyl-2H-pyran-2-one,5.85,1,0,0,,,0,0.49,0.122,0.024,2040037,,,,,,4163340.816,,,4163340.816,CCCCCC1=CC=CC(=O)O1,CCCCCC1=CC=CC(=O)O1,CCCCCC1=CC=CC(=O)O1,CCCCCC1=CC=CC(=O)O1,0.42,0.73,0,0.81,1.3974,6.029,152.1058,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6.62
Esi+,DTXSID0047662,140923-17-7,Iprovalicarb,8.93,1,0,0,,,0,0.49,0.122,0.024,51676544,17516632,2791889,,,,105462334.7,143578950.8,116328708.3,121789997.9,CC(C)OC(=O)N[C@@H](C(C)C)C(=O)NC(C)C1=CC=C(C)C=C1,CC(C)OC(=O)NC(C(C)C)C(=O)NC(C)C1=CC=C(C)C=C1,CC(C)OC(=O)N[C@@H](C(C)C)C(=O)NC(C)C1=CC=C(C)C=C1,CC(C)OC(=O)N[C@@H](C(C)C)C(=O)NC(C)C1=CC=C(C)C=C1,1.28,2.21,0.39,1.26,2.6969,10.162,293.21214,0,18,0,2,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,8.09
Esi+,DTXSID0048505,NOCAS_48505,PharmaGSID_48505,7.8,1,0,0,,,0,0.49,0.122,0.024,11357657,5562609,932765,,,,23178891.84,45595155.74,38865208.33,35879751.97,CC1=C2N=C(C3=CC=CC=C3Cl)C3=C(NC2=NN1)C=CC(=C3)[N+]([O-])=O,CC1=C2N=C(C3=CC=CC=C3Cl)C3=C(NC2=NN1)C=CC(=C3)[N+]([O-])=O,CC1=C2N=C(C3=CC=CC=C3Cl)C3=C(NC2=NN1)C=CC(=C3)[N+]([O-])=O,CC1=C2N=C(C3=CC=CC=C3Cl)C3=C(NC2=NN1)C=CC(=C3)[N+]([O-])=O,3.22,2.13,1.14,0.99,2.3783,13.763,341.6672,2,17,1,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,7.55
Esi+,DTXSID0048507,NOCAS_48507,PharmaGSID_48507,6.61,1,0,0,,,0,0.49,0.122,0.024,25976270,9589896,1716480,,,,53012795.92,78605704.92,71520000,67712833.61,Cl.CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,2.26,2.59,0.5,2.16,2.5857,12.911,358.2144064,0,18,0,4,3,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,3,3,7.83
Esi+,DTXSID1020069,97-56-3,2-Amino-5-azotoluene,8.9,1,0,0,,,0,0.49,0.122,0.024,29804878,8761853,1738501,,,,60826281.63,71818467.21,72437541.67,68360763.5,CC1=C(N)C=CC(=C1)N=NC1=C(C)C=CC=C1,CC1=C(N)C=CC(=C1)N=NC1=C(C)C=CC=C1,CC1=C(N)C=CC(=C1)N=NC1=C(C)C=CC=C1,CC1=C(N)C=CC(=C1)N=NC1=C(C)C=CC=C1,1.91,2,0.27,0.81,1.8624,9.17,210.1699,0,14,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,7.83
Esi+,DTXSID1020142,91-76-9,"6-Phenyl-1,3,5-triazine-2,4-diamine",1.58,1,0,0,,,0,0.49,0.122,0.024,20417112,7543777,1221535,,,,41667575.51,61834237.7,50897291.67,51466368.29,NC1=NC(=NC(N)=N1)C1=CC=CC=C1,NC1=NC(=NC(N)=N1)C1=CC=CC=C1,NC1=NC(=NC(N)=N1)C1=CC=CC=C1,NC1=NC(=NC(N)=N1)C1=CC=CC=C1,2.07,2.15,0.55,1.28,1.4005,7.893,178.1298,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7.71
Esi+,DTXSID1020803,71125-38-7,Meloxicam,2.93,1,0,0,,,0,0.49,0.122,0.024,7793335,3569784,552225,,,,15904765.31,29260524.59,23009375,22724888.3,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,CN1C(C(=O)NC2=NC=C(C)S2)C(=O)C2=C(C=CC=C2)S1(=O)=O,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,2.64,2.81,0.22,1.57,2.3156,12.041,338.2975,0,14,0,3,4,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,2,7.36
Esi+,DTXSID1021116,62-44-2,Phenacetin,2.27,1,0,0,,,0,0.49,0.122,0.024,14120627,5803122,953791,,,,28817606.12,47566573.77,39741291.67,38708490.52,CCOC1=CC=C(NC(C)=O)C=C1,CCOC1=CC=C(NC(C)=O)C=C1,CCOC1=CC=C(NC(C)=O)C=C1,CCOC1=CC=C(NC(C)=O)C=C1,0.93,1.4,0.38,0.8,1.4542,6.356,166.1125,0,10,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,7.59
Esi+,DTXSID1021118,136-40-3,Phenazopyridine hydrochloride,5.76,1,0,0,,,0,0.49,0.122,0.024,24544100,9149602,1647499,,,,50090000,74996737.7,68645791.67,64577509.79,Cl.NC1=CC=C(N=NC2=CC=CC=C2)C(N)=N1,NC1=CC=C(N=NC2=CC=CC=C2)C(N)=N1,NC1=CC=C(N=NC2=CC=CC=C2)C(N)=N1,NC1=CC=C(N=NC2=CC=CC=C2)C(N)=N1,1.68,2.41,0.55,1.13,1.6393,9.106,202.1512,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7.81
Esi+,DTXSID1021247,569-61-9,C.I. Basic Red 9 monohydrochloride,2.5,1,0,0,,,0,0.49,0.122,0.024,23863726,6614748,1264143,,,,48701481.63,54219245.9,52672625,51864450.84,Cl.NC1=CC=C(C=C1)C(C1=CC=C(N)C=C1)=C1C=CC(=N)C=C1,NC1=CC=C(C=C1)C(C1=CC=C(N)C=C1)=C1C=CC(=N)C=C1,NC1=CC=C(C=C1)C(C1=CC=C(N)C=C1)=C1C=CC(=N)C=C1,NC1=CC=C(C=C1)C(C1=CC=C(N)C=C1)=C1C=CC(=N)C=C1,2.83,2.84,0.55,1.03,2.3293,11.93,270.2234,0,19,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,7.71
Esi+,DTXSID1021322,97-77-8,Disulfiram,8.66,1,0,0,,,0,0.732,0.244,0.061,3942171,1234237,172599,,,,5385479.508,5058348.361,2829491.803,4424439.891,CCN(CC)C(=S)SSC(=S)N(CC)CC,CCN(CC)C(=S)SSC(=S)N(CC)CC,CCN(CC)C(=S)SSC(=S)N(CC)CC,CCN(CC)C(=S)SSC(=S)N(CC)CC,1.9,1.49,0,1.31,2.2852,9.258,276.3804,0,10,0,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6.65
Esi+,DTXSID1021952,115-86-6,Triphenyl phosphate,10.08,1,0,0,,,0,0.49,0.122,0.024,25897301,11056675,2097160,,,,52851634.69,90628483.61,87381666.67,76953928.32,O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,1.86,1.97,0,1.15,2.3714,10.424,311.163962,0,18,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,7.89
Esi+,DTXSID1022394,491-80-5,Biochanin A,7.05,1,0,0,,,0,0.732,0.244,0.061,14162305,5630948,1139938,,,,19347411.2,23077655.74,18687508.2,20370858.38,COC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,COC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,COC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,COC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,2.23,1.91,0.82,1.14,1.9867,11.072,272.1682,0,16,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,3,3,7.31
Esi+,DTXSID1022421,73-31-4,Melatonin,1.83,1,0,0,,,0,0.732,0.244,0.061,35950180,16168785,4239256,,,,49112267.76,66265512.3,69496000,61624593.35,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,1.64,2.61,0.8,1.28,1.8251,9.572,216.1513,0,13,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,2,7.79
Esi+,DTXSID1023869,834-12-8,Ametryn,6.91,1,0,0,,,0,0.49,0.122,0.024,46719636,16471251,2929917,,,,95346195.92,135010254.1,122079875,117478775,CCNC1=NC(SC)=NC(NC(C)C)=N1,CCNC1=NC(SC)=NC(NC(C)C)=N1,CCNC1=NC(SC)=NC(NC(C)C)=N1,CCNC1=NC(SC)=NC(NC(C)C)=N1,1.41,1.14,0.14,0.98,1.8016,7.785,210.1948,0,9,0,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,8.07
Esi+,DTXSID1023990,21725-46-2,Cyanazine,3.42,2,0,0,,,0,0.732,0.244,0.061,7618237,3336557,695246,,,,10407427.6,13674413.93,11397475.41,11826438.98,CCNC1=NC(NC(C)(C)C#N)=NC(Cl)=N1,CCNC1=NC(NC(C)(C)C#N)=NC(Cl)=N1,CCNC1=NC(NC(C)(C)C#N)=NC(Cl)=N1,CCNC1=NC(NC(C)(C)C#N)=NC(Cl)=N1,1.35,1.8,0.31,1.16,1.7743,7.742,227.5895,0,9,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7.07
Esi+,DTXSID1024338,23564-05-8,Thiophanate-methyl,3.66,2,0,0,,,0,0.49,0.122,0.024,16224142,5864194,1053764,1982611,108116,98586,33110493.88,48067163.93,43906833.33,41694830.38,COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1,COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1,COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1,COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1,2.36,2.91,0.78,1.83,2.3508,12.447,328.2828,0,12,0,4,4,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,1,7.62
Esi+,DTXSID1025300,1241-94-7,2-Ethylhexyl diphenyl phosphate,13.24,1,0,0,,,0,0.49,0.122,0.024,30945886,9428396,1731517,,,,63154869.39,77281934.43,72146541.67,70861115.16,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,1.2,1.57,0,1.06,2.8908,10.98,335.185362,0,20,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,7.85
Esi+,DTXSID1025560,484-20-8,5-Methoxypsoralen,4.64,1,0,0,,,0,0.49,0.122,0.024,12235484,4786301,1083201,,,,24970375.51,39231975.41,45133375,36445241.97,COC1=C2C=COC2=CC2=C1C=CC(=O)O2,COC1=C2C=COC2=CC2=C1C=CC(=O)O2,COC1=C2C=COC2=CC2=C1C=CC(=O)O2,COC1=C2C=COC2=CC2=C1C=CC(=O)O2,1.51,1.98,0,0.8,1.4504,8.968,208.126,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,3,7.56
Esi+,DTXSID1027344,947-04-6,Azacyclotridecan-2-one,7.29,1,0,0,,,0,0.49,0.122,0.024,32152911,12417761,2292703,,,,65618185.71,101784926.2,95529291.67,87644134.54,O=C1CCCCCCCCCCCN1,O=C1CCCCCCCCCCCN1,O=C1CCCCCCCCCCCN1,O=C1CCCCCCCCCCCN1,0.29,1.17,0.34,0.75,1.8063,7.394,174.1345,0,12,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.94
Esi+,DTXSID1027479,2440-22-4,2-(2H-Benzotriazol-2-yl)-4-methylphenol,10.11,1,0,0,,,0,0.49,0.122,0.024,1634615,517722,106358,,,,3335948.98,4243622.951,4431583.333,4003718.421,CC1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1,CC1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1,CC1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1,CC1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1,2.15,1.62,0.41,0.66,1.6716,9.089,214.1586,0,13,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,6.6
Esi+,DTXSID1032355,81777-89-1,Clomazone,6.5,1,0,0,,,0,0.49,0.122,0.024,16139083,6561887,1327312,,,,32936904.08,53785959.02,55304666.67,47342509.92,CC1(C)CON(CC2=C(Cl)C=CC=C2)C1=O,CC1(C)CON(CC2=C(Cl)C=CC=C2)C1=O,CC1(C)CON(CC2=C(Cl)C=CC=C2)C1=O,CC1(C)CON(CC2=C(Cl)C=CC=C2)C1=O,1.13,1.38,0,0.82,1.7498,7.487,225.5869,0,12,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7.68
Esi+,DTXSID1032359,121552-61-2,Cyprodinil,9.11,1,0,0,,,0,0.49,0.122,0.024,58589040,19396188,3302312,,,,119569469.4,158985147.5,137596333.3,138716983.4,CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,1.94,1.23,0.24,0.98,1.7968,8.322,210.1699,0,14,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,8.14
Esi+,DTXSID1032482,96182-53-5,Tebupirimfos,11.83,1,0,0,,,0,0.49,0.122,0.024,54972448,16686256,3265332,,,,112188669.4,136772590.2,136055500,128338919.9,CCOP(=S)(OC(C)C)OC1=CN=C(N=C1)C(C)(C)C,CCOP(=S)(OC(C)C)OC1=CN=C(N=C1)C(C)(C)C,CCOP(=S)(OC(C)C)OC1=CN=C(N=C1)C(C)(C)C,CCOP(=S)(OC(C)C)OC1=CN=C(N=C1)C(C)(C)C,0.98,1.13,0,1.21,2.4465,8.598,295.189462,0,13,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8.11
Esi+,DTXSID1032488,117718-60-2,Thiazopyr,10.17,1,0,0,,,0,0.49,0.122,0.024,33278194,12422050,2594211,,,,67914681.63,101820082,108092125,92608962.87,COC(=O)C1=C(CC(C)C)C(C2=NCCS2)=C(N=C1C(F)F)C(F)(F)F,COC(=O)C1=C(CC(C)C)C(C2=NCCS2)=C(N=C1C(F)F)C(F)(F)F,COC(=O)C1=C(CC(C)C)C(C2=NCCS2)=C(N=C1C(F)F)C(F)(F)F,COC(=O)C1=C(CC(C)C)C(C2=NCCS2)=C(N=C1C(F)F)C(F)(F)F,0.98,1.12,0,1.54,2.4998,10.077,379.240416,0,16,0,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,7.97
Esi+,DTXSID1032519,92381-38-9,Acibenzolar-S-methyl,5.95,1,0,0,,,0,0.49,0.122,0.024,3238494,1629746,326591,,,,6609171.429,13358573.77,13607958.33,11191901.18,CSC(=O)C1=CC=CC2=C1SN=N2,CSC(=O)C1=CC=CC2=C1SN=N2,CSC(=O)C1=CC=CC2=C1SN=N2,CSC(=O)C1=CC=CC2=C1SN=N2,1.94,1.64,0,0.74,1.3889,7.826,204.2284,0,8,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7.05
Esi+,DTXSID1032569,23103-98-2,Pirimicarb,5.19,3,0,0,,,0,0.49,0.122,0.024,40936074,12179319,2296145,11883601,3415108,497760,83543008.16,99830483.61,95672708.33,93015400.03,CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C,CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C,CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C,CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C,1.16,1.63,0,1.32,1.8945,8.374,220.1433,0,11,0,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,7.97
Esi+,DTXSID1032640,95737-68-1,Pyriproxyfen,11.75,1,0,0,,,0,0.49,0.122,0.024,83303248,29815954,5275440,,,,170006628.6,244393065.6,219810000,211403231.4,CC(COC1=CC=C(OC2=CC=CC=C2)C=C1)OC1=NC=CC=C1,CC(COC1=CC=C(OC2=CC=CC=C2)C=C1)OC1=NC=CC=C1,CC(COC1=CC=C(OC2=CC=CC=C2)C=C1)OC1=NC=CC=C1,CC(COC1=CC=C(OC2=CC=CC=C2)C=C1)OC1=NC=CC=C1,2.02,1.65,0,0.92,2.4897,11.213,302.2189,0,20,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,8.33
Esi+,DTXSID1032648,22248-79-9,Z-Tetrachlorvinphos,9.26,1,0,0,,,0,0.49,0.122,0.024,13520615,5793086,1046160,,,,27593091.84,47484311.48,43590000,39555801.1,COP(=O)(OC)O\C(=C/Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1,COP(=O)(OC)OC(=CCl)C1=C(Cl)C=C(Cl)C(Cl)=C1,COP(=O)(OC)O\C(=C/Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1,COP(=O)(OC)O\C(=C/Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1,1.35,1.89,0,0.89,2.166,9.168,356.890362,0,10,4,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7.6
